塞纳春天,塞纳春天,塞纳春天项目位于文昌西路与甘八路交汇处北侧约800米，是由扬州天成房地产开发有限公司投资开发的，容积率0.74，绿化率32.8%，一期推出联排、双拼和独栋房源，共54户。双拼面积232平方米，联排别墅面积194-212平方米。将推出54套联排、双拼和独栋房源，74套商铺和公寓房源。
百安居,百安居,百安居是百安居（中国）投资有限公司简称，源自英国，是欧洲大型国际家居建材零售集团，1999年6月18日，百安居携其全球先进的零售管理经营模式，在上海成功开办了该品牌中国内地的第一家连锁店——上海沪太店。 经过多年的发展，百安居凭借其先进的管理经验和质量监督体系，目前已成为国内建材连锁超市的知名品牌，并且在北京、上海、深圳、广州等全国大中型城市开设了近40家门店。 
沃尔芬,沃尔芬,沃尔芬始创于2016年6月，是一个互联网家装品牌，该品牌由线上、线下、家装设计施工三个板块组成，采用工厂直供和线上线下结合双模式运营理念，致力于向消费者提供整体家装的解决方案 。
东易日盛,东易日盛,“东易日盛”创建于1997年，在中国家居产业已形成规模化 、专业化、品牌化、集团化、产业化的绝对领先优势。东易日盛集团以作今日名牌，创百年企业为宗旨，以东易日盛品牌为平台，以家居产业链为主线。东易日盛立足在中高端家居装饰设计与施工、材料和家具及配饰供应、房地产楼盘精装修设计、全国性特许经营品牌发展、行业专业研究分析等多个方向，对相关产业领域进行深度家居集成和资源优化整合，构建起中国最具竞争力的装饰产业和品牌梯队，形成齐发并举的战略体系和格局。
Boloni,BOLONI,博洛尼是意大利专业家居品牌，来自意大利时尚产业链腹地Brescia（布雷西亚），深入了解意大利家居行业纵深特性，从而使博洛尼产品充满浓郁的欧洲前沿时尚气息。科宝公司成立于1992年10月27日，初期从事厨房日常用品和电器类产品的销售。1999年开始从事厨房家具类产品的生产制造和销售。博洛尼和科宝，是博洛尼旗舰装饰装修工程（北京）有限公司旗下的2大品牌，是博洛尼旗舰装饰装修工程（北京）有限公司针对不同需求的消费群体推出的不同品牌。属于同一公司，但不是同一品牌。
搭窝,搭窝,《搭窝》是作家文刀何广的一首诗歌作品。 
创艺佳,创艺佳,创艺佳是太原市创艺佳装饰设计工程有限公司旗下品牌 
阿爸助手,阿爸助手,阿爸助手是一款提供生活服务的O2O移动应用平台。阿爸平台的就业场景无比广阔。阿爸，滴滴打车的生活版！ 
e修鸽,e修鸽,e修鸽，旧房翻新 O2O品牌。2016年2月，e修鸽获得Pre-A轮5000万美元融资。 
栗子,栗子,栗子，正名为栗（CastaneamollissimaBl.），我国栗子品种丰富，根据外形分类大致为两种，一种为锥栗，主要生产在福建以北山区。扁平个大的为板栗主要在中国北部多省都有。壳斗大，球形，外生刺，坚果2～3个，生于壳斗中，俗称栗子，是中国特产，素有“干果之王”的美誉，在国外它还被称为“人参果”。香甜味美的栗子，自古就作为珍贵的果品，是干果之中的佼佼者。栗子属于坚果类，淀粉很高。中医认为栗有补肾健脾、强身壮骨，益胃平肝等功效。因此栗子又有了“肾之果”的美名。分布于中国辽宁、北京、河北、山东、河南、陕西黄龙县等地，河北承德宽城地区板栗、河北唐山迁西地区皆含有机成分铁，因此特以有机板栗著称。栗子适应性强，栽培管理方便，产量稳定，深受广大群众的喜爱。华北地区的群众把栗子叫做“铁杆庄稼”，是绿化结合生产的良好树种。
生活家装饰,生活家装饰,生活家于2010年成立于中国成都 ，隶属于时代联创集团旗下“生活家”家居品牌，企业致力于成为西南第一家品质整装公司。公司推出整体套餐装修系列引领蓉城整装行业规范，彻底打破自2009年以来成都市场上传统套餐装修低质低价的“黑冰”，用其9A工程管理体系和质量监督系统，打造了高性价比装修平台。公司拥有6800㎡的材料展厅，1000㎡的管理办公厅，囊括了国际国内高端材料品牌。截止到2012年6月，生活家已开设成都、南充、西安、昆明、贵阳等分公司。
猫舍,猫舍,1992年，随着动物权力保护运动的开展以及有关家居宠物生活条件的负面报导，美国的一些爱猫者协会希望能为育猫者和希望从事这项活动的人们提供正确的引导：规定基本的、最低限度的家庭养猫的条件；列举专业的猫咪管理条款，以及各条款可以接受的条件；对那些基本符合规定、管理规范的育猫者和育猫室进行认证。对符合规定、管理规范的杰出育猫室进行认证多只猫共养，要考虑的最基本因素是：空间、空气、灯光、食物、水、卫生和管理。所有的上述因素综合到每天照顾动物的工作当中。要明确自己繁育猫的目的，不断的完善猫舍的繁育计划。
艺境,艺境,《艺境》是2011年12月商务印书馆出版的图书，作者是宗白华。 本书主要讲述了作者对于艺术境界的思考、艺术美学理论的探究与实践。
YIJING,yijing,
有住,有住,有住是一个汉语词语，读作yǒuzhù。有住是佛教语，是说心有所执住，不能随缘而行。与“无住”相对。《金刚经·离相寂灭分》中有云：“应生无所住心，若心有住，即为非住。是故佛说菩萨心，不应住色布施。”
美巢,美巢,“美巢”是美巢集团股份公司的集团品牌，成立于1996年 ，主要生产、销售室内环保装修辅料。 
MACO,MACO,MACO，日本女歌手。演唱日剧《东京伤情故事》主题曲《恋心》。 演唱日剧《福家堂本铺》片头曲《loveletter》。 演唱日剧《东京伤情故事SP》主题曲《日记》。 演唱日剧《LastKiss》主题曲《Kiss》。 
京东,京东,京东（股票代码：JD），中国自营式电商企业，创始人刘强东担任京东集团董事局主席兼首席执行官 。旗下设有京东商城、京东金融、拍拍网、京东智能、O2O及海外事业部等。2013年正式获得虚拟运营商牌照。2014年5月在美国纳斯达克证券交易所正式挂牌上市。2016年6月与沃尔玛达成深度战略合作，1号店并入京东。2014年5月，京东集团在美国纳斯达克证券交易所正式挂牌上市 。2015年7月，京东凭借高成长性入选纳斯达克100指数 和纳斯达克100平均加权指数 。2017年1月4日，中国银联宣布京东金融旗下支付公司正式成为银联收单成员机构。2017年4月25日，京东集团宣布正式组建京东物流子集团。2017年8月3日，2017年“中国互联网企业100强”榜单发布，京东排名第四位。 2018年3月15日，京东内部公告成立了“客户卓越体验部”，该部门将整体负责京东集团层面客户体验项目的推进。京东集团副总裁余睿出任该部门负责人。 
澳华装饰,澳华装饰,武汉澳华装饰设计工程有限公司（以下简称澳华装饰）成立于1994年，是一家集装饰设计、集成家居、材料配送、工程施工、售后服务于一体的装饰公司。 
NCA,NCA,NipponCargoAirlines.Co.Ltd.（NCA）航空公司名称，日本货运航空公司，日本货物航空在1978年9月21日开始营运，现时网络已覆盖全球三大洲不少主要城市。最初，日本货运航空是日本邮船株式会社和全日空航空公司联合营运，所以日本货运航空的飞机涂装和全日空十分相似。到了2005年7月，全日空把日本货运航空股份全部售予日本邮船株式会社。同时，日本货运航空的涂装也开始统一起来。
名雕装饰,名雕装饰,名雕装饰，装饰品牌，始建于1999年，隶属深圳市名雕装饰股份有限公司 。
轻舟装饰,轻舟装饰,轻舟公司具有专业资质等级证书的知名装饰企业，是中国建筑装饰协会会员单位，北京建筑装饰协会理事单位。
梵客,梵客,
住范儿,住范儿,住范儿于2015年10月在北京诞生。住范儿的业务已经覆盖北京、上海两地。住范儿专注于为年轻人提供房屋翻新装修服务，业务涵盖有颜、有料、有数的“颜值革命”整体装修套餐产品和局部装修(厨卫翻新、墙面翻新)服务项目。
积木家,积木家,积木家是2015年08月12日由西安蘑菇装饰装修设计有限公司注册的商标。
盛世乐居,盛世乐居,盛世乐居（全称：盛世乐居（武汉）科技控股有限公司） ，成立于2014年 。公司提供一站式整体智能家装（硬软装+智能家居）、智能家居科技产品服务 。2017年12月，盛世乐居SSLJ（股票代码SSLJ）正式通过纳斯达克上市审核 ，2018年，通过美国证券交易委员会（SEC）审核 。2018年，2月5日盛世乐居在美国纳斯达克敲钟上市。 
淡远,淡远,淡远，汉语词汇。拼音：dànyuǎn释义：意境冲淡高远。
创艺装饰,创艺装饰,云南创艺装饰（集团）工程有限公司自1997年成立以来，如今已成为中国优秀家装企业，云南家装龙头企业，从设计、施工、装饰、建材、家具等全产业链集成的装修产业化集团公司。
前卫,前卫,前卫，做名词时，可指元官署名、军队行军时派在前方担任警戒的部队、前线、足球前卫等，做形容词时，是领先于当时的意思，现在通常所说的前卫性，前卫金属，前卫汽车，前卫DJ，前卫艺术，前卫摇滚等，多数是归于第三种意义。
生生,生生,《生生》是由林怡凤作词，吴庆隆编曲，林俊杰作曲并演唱的歌曲，收录在林俊杰第11张专辑《新地球GENESIS》中。该曲发行于2014年12月27日。
点石,点石,点石，拼音：diǎnshí，词语解释：(1).指点石为金。(2).用石板印刷。即石印。
Fema,FEMA,FederalEmergencyManagementAgency（FEMA）美国是一个易发地震的国家，50个州中有43个处在地震高风险地带。地震每年给美国造成的经济损失约44亿美元。为了应对地震和其他灾难，美国不断完善一套以美国联邦应急管理署为中心的一体化救灾机制。20世纪60年代和70年代，美国发生了一系列重大自然灾害。1979年，卡特政府组建美国联邦应急管理署，将原本分散在不同部门的救灾机构整合起来。
上司,上司,上司，汉时对三公的称呼；上级长官。见《晋书·华谭传》：“又在郡政严，而与上司多忤。”
